name, ra1, ra2, ra3, dec1, dec2, dec3, type, mag1, mag2, mag3, mag4, mag5, mag6, mag7, mag8, mag9
Hip030363, 6, 23, 9.16000,  15,   50, 32.4000,  B7V      , 8.26000, 8.28000, 8.27700, 8.37700, 8.35900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030382, 6, 23, 18.4900,   3,   45, 52.2000,  B3V      , 6.41000, 6.56000, 6.70400, 6.77200, 6.79100, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip030505, 6, 24, 44.5000, -40,   17, 2.30000,  B9V      , 6.30000, 6.33000, 6.33300, 6.36200, 6.34800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030524, 6, 24, 55.8100, -63,   49, 41.4000,  B6V      , 6.26000, 6.36000, 6.52300, 6.61900, 6.62400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030560, 6, 25, 26.8900,  21,   54, 52.4000,  B9       , 8.67000, 8.68000, 8.73900, 8.81300, 8.73600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030633, 6, 26, 13.1800,  -7,   21, 41.2000,  B8       , 7.38000, 7.47000, 7.60000, 7.62000, 7.65900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030639, 6, 26, 20.3800,  29,   37, 50.4000,  B9V      , 8.92000, 8.87000, 8.71900, 8.74900, 8.74300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030693, 6, 26, 58.8600, -16,   59, 58.0000,  B8V      , 8.16000, 8.17000, 8.18700, 8.20500, 8.24500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030798, 6, 28, 16.7700,   1,   54, 45.8000,  B9V      , 6.48000, 6.52000, 6.53900, 6.58800, 6.58800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip030853, 6, 28, 43.1800, -49,   17, 7.00000,  B9V      , 8.02000, 8.04000, -99.999, 8.05200, 8.05500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031012, 6, 30, 27.7300, -68,   56, 51.8000,  B9V      , 7.93000, 7.98000, 7.98600, 8.03600, 8.05300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031037, 6, 30, 46.2900, -27,   46, 10.5000,  B2.5V    , 5.92000, 6.08000, 6.20400, 6.28300, 6.30500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031147, 6, 32, 7.14000,   6,    2, 8.40000,  B9V      , 6.70000, 6.72000, 6.73300, 6.79500, 6.77300, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip031166, 6, 32, 22.9500, -20,    3, 0.20000,  B8V      , 8.62000, 8.66000, 8.71300, 8.83000, 8.79800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031335, 6, 34, 14.4400, -63,   55, 5.30000,  B9V      , 8.53000, 8.57000, 8.61500, 8.66300, 8.70000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031589, 6, 36, 40.1900, -58,   24, 32.2000,  B9.5V    , 8.50000, 8.47000, 8.41500, 8.43700, 8.43300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031633, 6, 37, 9.60000, -70,   55, 3.90000,  B8/B9V   , 8.27000, 8.30000, 8.36200, 8.42500, 8.43300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031642, 6, 37, 19.9800, -43,   27, 4.70000,  B3V      , 6.87000, 7.00000, 7.11900, 7.23000, 7.23100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031686, 6, 37, 45.8300,  18,   24, 5.70000,  B8V      , 7.61000, 7.68000, 7.70000, 7.76000, 7.79100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031768, 6, 38, 38.4700, -60,   10, 59.0000,  B6V      , 7.06000, 7.13000, 7.13100, 7.18700, 7.17400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031861, 6, 39, 38.1600, -78,   26, 25.8000,  B9.5V    , 8.57000, 8.49000, 8.30900, 8.31000, 8.24100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip031962, 6, 40, 47.4500, -47,   37, 17.6000,  B4V      , 6.66000, 6.80000, 6.88100, 6.97200, 6.98000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032033, 6, 41, 29.1800, -13,   56, 45.5000,  B8V      , 8.06000, 8.05000, 8.01000, 8.00700, 8.00200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032034, 6, 41, 29.8300,   6,    6, 39.0000,  B9V      , 7.00000, 6.76000, 6.21900, 6.10900, 6.04500, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip032080, 6, 42, 7.31000,  -6,    6, 51.4000,  B5V      , 7.04000, 7.18000, 7.21500, 7.26100, 7.30500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032106, 6, 42, 25.5800, -67,   50, 35.5000,  B9.5/A0V , 6.72000, 6.74000, 6.78200, 6.80400, 6.75500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032108, 6, 42, 25.8500, -68,   16, 7.00000,  B5V      , 8.93000, 9.04000, 9.10000, 9.13500, 9.16800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032147, 6, 42, 48.1500, -19,   21, 16.4000,  B9V      , 8.98000, 8.96000, 8.94500, 8.95800, 8.94100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032193, 6, 43, 14.3500, -21,   51, 44.6000,  B5V      , 7.27000, 7.41000, 7.56300, 7.65600, 7.70700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032302, 6, 44, 38.5200,  19,   59, 15.4000,  B2V:     , 8.68000, 8.74000, 8.86000, 8.87800, 8.93300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032348, 6, 45, 7.23000, -31,   39, 15.6000,  B8V      , 7.61000, 7.69000, 7.70500, 7.80000, 7.80700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032356, 6, 45, 13.3500, -46,   51, 12.1000,  B3IV/V   , 7.49000, 7.62000, 7.76800, 7.82200, 7.83200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032463, 6, 46, 32.4200,   8,   35, 13.8000,  B2.5V    , 5.92000, 6.10000, 6.26200, 6.38900, 6.40400, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip032622, 6, 48, 21.5600,  -7,   45, 16.6000,  B8       , 6.90000, 6.98000, 6.99600, 7.04300, 7.05600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032657, 6, 48, 43.1300, -43,   48, 5.40000,  B8V      , 7.36000, 7.47000, 7.49900, 7.63500, 7.61300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032703, 6, 49, 21.4800, -13,   42, 7.00000,  B9V      , 8.62000, 8.60000, 8.52800, 8.56000, 8.57600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032912, 6, 51, 26.9800, -70,   57, 48.5000,  B7IV     , 5.41000, 5.50000, 5.56200, 5.59800, 5.59000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip032950, 6, 51, 48.9800, -65,   37, 10.6000,  B9IV     , 8.54000, 8.55000, 8.56000, 8.59200, 8.55900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033076, 6, 53, 18.5500,  -9,   41, 25.2000,  B8       , 7.83000, 7.87000, 7.95500, 7.94500, 7.97200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033300, 6, 55, 37.2000,  24,    0, 28.9000,  B2V      , 7.77000, 7.94000, 8.08700, 8.20100, 8.25100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033425, 6, 57, 2.22000, -50,    4, 29.2000,  B9V      , 8.17000, 8.16000, 8.10800, 8.15200, 8.08400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033490, 6, 57, 41.0700,   1,   29, 28.7000,  B3V      , 8.00000, 8.09000, 8.15900, 8.21500, 8.25100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033492, 6, 57, 42.6400, -27,   32, 15.1000,  B2.5V    , 6.22000, 6.36000, 6.56000, 6.60500, 6.62800, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip033558, 6, 58, 25.1100, -34,    6, 42.2000,  B3V      , 5.07000, 5.22000, 5.42100, 5.47600, 5.48000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033666, 6, 59, 39.2600, -21,   36, 10.4000,  B2III    , 6.26000, 6.43000, 6.57900, 6.65600, 6.64900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033781, 7,  0, 52.0000, -19,   26, 39.9000,  B9.5V    , 6.99000, 6.97000, 6.94100, 7.00400, 6.96100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033875, 7,  1, 55.2600,   5,   33, 25.8000,  B2IV-V   , 6.59000, 6.60000, 6.65000, 6.74800, 6.74300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033922, 7,  2, 20.6200, -42,   37, 57.0000,  B5V      , 7.01000, 7.14000, 7.26300, 7.36800, 7.38200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033970, 7,  2, 54.5600, -24,   34, 59.3000,  B9V      , 7.14000, 7.19000, 7.19800, 7.29200, 7.26300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip033998, 7,  3, 14.2100, -11,    8, 14.7000,  B9V      , 8.01000, 7.98000, 7.92700, 7.93400, 7.89500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034039, 7,  3, 41.6600,  -0,   33, 25.0000,  B8       , 7.20000, 7.22000, 7.25500, 7.32700, 7.30900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034339, 7,  7, 7.09000, -40,   53, 35.9000,  B3V      , 5.80000, 5.96000, 6.15800, 6.25100, 6.25300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034367, 7,  7, 24.8800,  28,   10, 36.1000,  B9V      , 6.47000, 6.53000, 6.51800, 6.61800, 6.58400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034519, 7,  9, 8.66000, -31,   56, 0.90000,  B2V      , 7.49000, 7.59000, 7.67400, 7.80000, 7.77600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034538, 7,  9, 21.1500, -53,   32, 41.8000,  B8V      , 8.90000, 8.92000, 8.94500, 8.99000, 8.91300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034669, 7, 10, 46.9600,  -9,   20, 9.60000,  B4V      , 7.41000, 7.51000, 7.56500, 7.65500, 7.64500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034672, 7, 10, 49.8600,   9,   22, 40.4000,  B9       , 7.66000, 7.65000, 7.64700, 7.63800, 7.62600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034772, 7, 11, 54.6200,  -6,   33, 43.8000,  B9       , 8.54000, 8.56000, 8.47500, 8.53300, 8.50100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034901, 7, 13, 15.8700, -64,   52, 24.7000,  B9V      , 7.35000, 7.39000, 7.40300, 7.50000, 7.46000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip034955, 7, 13, 57.9600, -50,   28, 17.8000,  B9V      , 6.79000, 6.82000, 6.81500, 6.85700, 6.81500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035010, 7, 14, 33.9000,   5,   16, 14.8000,  B8       , 7.87000, 7.94000, 7.96100, 8.01900, 8.00000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035053, 7, 14, 56.6900,  14,    0, 10.6000,  B9V      , 8.81000, 8.85000, 8.89700, 8.92800, 8.89100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035083, 7, 15, 21.0800, -30,   41, 11.3000,  B3V      , 5.36000, 5.51000, 5.65700, 5.71200, 5.74500, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip035208, 7, 16, 36.3200, -23,   49, 36.7000,  B3V      , 7.58000, 7.77000, 7.94500, 8.05600, 8.08500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035352, 7, 18, 8.22000, -10,   39, 33.1000,  B8V      , 8.28000, 8.32000, 8.32300, 8.42700, 8.38100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035595, 7, 20, 43.6800,   3,   34, 54.0000,  B5       , 6.88000, 7.05000, 7.20700, 7.35500, 7.32500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035609, 7, 20, 53.1000, -22,   51, 1.60000,  B3V      , 6.59000, 6.72000, 6.88300, 6.98300, 6.98800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035621, 7, 21, 1.69000, -50,   51, 15.3000,  B2V      , 7.31000, 7.40000, 7.45300, 7.54900, 7.51200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035683, 7, 21, 47.4300, -48,   19, 44.3000,  B4V      , 8.43000, 8.46000, 8.48000, 8.56900, 8.54900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip035712, 7, 22, 3.48000,   0,   10, 37.7000,  B8III    , 5.99000, 6.04000, 6.03100, 6.08300, 6.01400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip036045, 7, 25, 42.9900, -31,   44, 19.4000,  B2V      , 6.32000, 6.50000, 6.68100, 6.76100, 6.80200, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip036235, 7, 27, 42.8500,  -3,    4, 17.2000,  B5       , 7.85000, 7.98000, 8.08600, 8.14800, 8.18900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip036362, 7, 29, 4.92000, -31,   27, 22.4000,  B2V      , 5.78000, 5.97000, 6.17800, 6.27000, 6.27100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip036363, 7, 29, 5.71000, -38,   48, 43.6000,  B5Vp     , 5.41000, 5.56000, 5.71400, 5.80600, 5.82200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip036673, 7, 32, 41.8300,  -9,   40, 9.60000,  B8V      , 7.56000, 7.61000, 7.62700, 7.65500, 7.67700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
